Time,Extension,Load
21.61600,9.46228,-0.09720
21.71600,9.46228,-0.09705
21.81600,9.46228,-0.09686
21.91600,9.46228,-0.09666
22.01600,9.46228,-0.09649
22.11600,9.46228,-0.09629
22.21600,9.46228,-0.09613
22.31600,9.46228,-0.09597
22.41600,9.46228,-0.09579
22.51600,9.46228,-0.09561
22.61600,9.46228,-0.09545
22.71600,9.46228,-0.09524
22.81600,9.46228,-0.09505
22.91600,9.46228,-0.09490
23.01600,9.46228,-0.09474
23.11600,9.46228,-0.09457
23.21600,9.46228,-0.09442
23.31600,9.46228,-0.09426
23.41600,9.46228,-0.09406
23.51600,9.46228,-0.09391
23.61600,9.46228,-0.09375
23.71600,9.46228,-0.09363
23.81600,9.46228,-0.09345
23.91600,9.46228,-0.09329
24.01600,9.46228,-0.09309
24.11600,9.46228,-0.09298
24.21600,9.46228,-0.09280
24.31600,9.46228,-0.09265
24.41600,9.46228,-0.09251
24.51600,9.46228,-0.09232
24.61600,9.46228,-0.09219
24.71600,9.46228,-0.09201
24.81600,9.46228,-0.09185
24.91600,9.46228,-0.09171
25.01600,9.46228,-0.09157
25.11600,9.46228,-0.09140
25.21600,9.46228,-0.09124
25.31600,9.46228,-0.09111
25.41600,9.46228,-0.09094
25.51600,9.46228,-0.09082
25.61600,9.46228,-0.09063
25.71600,9.46228,-0.09051
25.81600,9.46228,-0.09038
25.91600,9.46228,-0.09023
26.01600,9.46228,-0.09010
26.11600,9.46228,-0.08995
26.21600,9.46228,-0.08979
26.31600,9.46228,-0.08967
26.41600,9.46228,-0.08954
26.51600,9.46228,-0.08936
26.61600,9.46228,-0.08923
26.71600,9.46228,-0.08903
26.81600,9.46228,-0.08894
26.91600,9.46228,-0.08878
27.01600,9.46228,-0.08860
27.11600,9.46228,-0.08851
27.21600,9.46228,-0.08838
27.31600,9.46228,-0.08823
27.41600,9.46228,-0.08811
27.51600,9.46228,-0.08793
27.61600,9.46228,-0.08779
27.71600,9.46228,-0.08768
27.81600,9.46228,-0.08756
27.91600,9.46228,-0.08743
28.01600,9.46228,-0.08726
28.11600,9.46228,-0.08715
28.21600,9.46228,-0.08702
28.31600,9.46228,-0.08689
28.41600,9.46228,-0.08676
28.51600,9.46228,-0.08663
28.61600,9.46228,-0.08649
28.71600,9.46228,-0.08636
28.81600,9.46228,-0.08622
28.91600,9.46228,-0.08609
29.01600,9.46228,-0.08595
29.11600,9.46228,-0.08585
29.21600,9.46228,-0.08572
29.31600,9.46228,-0.08558
29.41600,9.46228,-0.08547
29.51600,9.46228,-0.08534
29.61600,9.46228,-0.08520
29.71600,9.46228,-0.08512
29.81600,9.46228,-0.08499
29.91600,9.46228,-0.08482
30.01600,9.46228,-0.08475
30.11600,9.46228,-0.08461
30.21600,9.46228,-0.08448
30.31600,9.46228,-0.08437
30.41600,9.46228,-0.08422
30.51600,9.46228,-0.08415
30.61600,9.46228,-0.08399
30.71600,9.46228,-0.08387
30.81600,9.46228,-0.08378
30.91600,9.46228,-0.08364
31.01600,9.46228,-0.08351
31.11600,9.46228,-0.08341
31.21600,9.46228,-0.08330
31.31600,9.46228,-0.08317
31.41600,9.46228,-0.08303
31.51600,9.46228,-0.08294
31.61600,9.46228,-0.08282
31.71600,9.46228,-0.08271
31.81600,9.46228,-0.08259
31.91600,9.46228,-0.08247
32.01600,9.46228,-0.08237
32.11600,9.46228,-0.08220
32.21600,9.46228,-0.08211
32.31600,9.46228,-0.08201
32.41600,9.46228,-0.08193
32.51600,9.46228,-0.08178
32.61600,9.46228,-0.08171
32.71600,9.46228,-0.08156
32.81600,9.46228,-0.08147
32.91600,9.46228,-0.08131
33.01600,9.46228,-0.08127
33.11600,9.46228,-0.08114
33.21600,9.46228,-0.08104
33.31600,9.46228,-0.08092
33.41600,9.46228,-0.08077
33.51600,9.46228,-0.08071
33.61600,9.46228,-0.08058
33.71600,9.46228,-0.08048
33.81600,9.46228,-0.08038
33.91600,9.46228,-0.08028
34.01600,9.46228,-0.08015
34.11600,9.46228,-0.08004
34.21600,9.46228,-0.07994
34.31600,9.46228,-0.07988
34.41600,9.46228,-0.07979
34.51600,9.46228,-0.07966
34.61600,9.46228,-0.07956
34.71600,9.46228,-0.07944
34.81600,9.46228,-0.07934
34.91600,9.46228,-0.07923
35.01600,9.46228,-0.07913
35.11600,9.46228,-0.07905
35.21600,9.46228,-0.07895
35.31600,9.46228,-0.07883
35.41600,9.46228,-0.07875
35.51600,9.46228,-0.07863
35.61600,9.46228,-0.07854
35.71600,9.46228,-0.07843
35.81600,9.46228,-0.07833
35.91600,9.46228,-0.07821
36.01600,9.46228,-0.07811
36.11600,9.46228,-0.07802
36.21600,9.46228,-0.07794
36.31600,9.46228,-0.07784
36.41600,9.46228,-0.07776
36.51600,9.46228,-0.07766
36.61600,9.46228,-0.07755
36.71600,9.46228,-0.07743
36.81600,9.46228,-0.07737
36.91600,9.46228,-0.07725
37.01600,9.46228,-0.07716
37.11600,9.46228,-0.07709
37.21600,9.46228,-0.07699
37.31600,9.46228,-0.07688
37.41600,9.46228,-0.07678
37.51600,9.46228,-0.07668
37.61600,9.46228,-0.07660
37.71600,9.46228,-0.07653
37.81600,9.46228,-0.07644
37.91600,9.46228,-0.07633
38.01600,9.46228,-0.07627
38.11600,9.46228,-0.07617
38.21600,9.46228,-0.07603
38.31600,9.46228,-0.07594
38.41600,9.46228,-0.07591
38.51600,9.46228,-0.07577
38.61600,9.46228,-0.07571
38.71600,9.46228,-0.07561
38.81600,9.46228,-0.07552
38.91600,9.46228,-0.07541
39.01600,9.46228,-0.07536
39.11600,9.46228,-0.07522
39.21600,9.46228,-0.07512
39.31600,9.46228,-0.07509
39.41600,9.46228,-0.07497
39.51600,9.46228,-0.07490
39.61600,9.46228,-0.07479
39.71600,9.46228,-0.07473
39.81600,9.46228,-0.07464
39.91600,9.46228,-0.07452
40.01600,9.46228,-0.07443
40.11600,9.46228,-0.07441
40.21600,9.46228,-0.07427
40.31600,9.46228,-0.07423
40.41600,9.46228,-0.07415
40.51600,9.46228,-0.07405
40.61600,9.46228,-0.07395
40.71600,9.46228,-0.07385
40.81600,9.46228,-0.07378
40.91600,9.46228,-0.07372
41.01600,9.46228,-0.07362
41.11600,9.46228,-0.07351
41.21600,9.46228,-0.07349
41.31600,9.46228,-0.07338
41.41600,9.46228,-0.07328
41.51600,9.46228,-0.07321
41.61600,9.46228,-0.07311
41.71600,9.46228,-0.07304
41.81600,9.46228,-0.07299
41.91600,9.46228,-0.07289
42.01600,9.46228,-0.07283
42.11600,9.46228,-0.07274
42.21600,9.46228,-0.07266
42.31600,9.46228,-0.07261
42.41600,9.46228,-0.07249
42.51600,9.46228,-0.07244
42.61600,9.46228,-0.07236
42.71600,9.46228,-0.07226
42.81600,9.46228,-0.07219
42.91600,9.46228,-0.07213
43.01600,9.46228,-0.07209
43.11600,9.46228,-0.07193
43.21600,9.46228,-0.07190
43.31600,9.46228,-0.07181
43.41600,9.46228,-0.07171
43.51600,9.46228,-0.07167
43.61600,9.46228,-0.07157
43.71600,9.46228,-0.07151
43.81600,9.46228,-0.07143
43.91600,9.46228,-0.07138
44.01600,9.46228,-0.07130
44.11600,9.46228,-0.07122
44.21600,9.46228,-0.07113
44.31600,9.46228,-0.07111
44.41600,9.46228,-0.07098
44.51600,9.46228,-0.07093
44.61600,9.46228,-0.07084
44.71600,9.46228,-0.07077
44.81600,9.46228,-0.07074
44.91600,9.46228,-0.07064
45.01600,9.46228,-0.07054
45.11600,9.46228,-0.07054
45.21600,9.46228,-0.07039
45.31600,9.46228,-0.07030
45.41600,9.46228,-0.07027
45.51600,9.46228,-0.07021
45.61600,9.46228,-0.07014
45.71600,9.46228,-0.07003
45.81600,9.46228,-0.06998
45.91600,9.46228,-0.06987
46.01600,9.46228,-0.06984
46.11600,9.46228,-0.06975
46.21600,9.46228,-0.06971
46.31600,9.46228,-0.06962
46.41600,9.46228,-0.06954
46.51600,9.46228,-0.06946
46.61600,9.46228,-0.06939
46.71600,9.46228,-0.06934
46.81600,9.46228,-0.06930
46.91600,9.46228,-0.06921
47.01600,9.46228,-0.06915
47.11600,9.46228,-0.06910
47.21600,9.46228,-0.06903
47.31600,9.46228,-0.06892
47.41600,9.46228,-0.06887
47.51600,9.46228,-0.06882
47.61600,9.46228,-0.06875
47.71600,9.46228,-0.06867
47.81600,9.46228,-0.06861
47.91600,9.46228,-0.06851
48.01600,9.46228,-0.06846
48.11600,9.46228,-0.06841
48.21600,9.46228,-0.06832
48.31600,9.46228,-0.06823
48.41600,9.46228,-0.06815
48.51600,9.46228,-0.06811
48.61600,9.46228,-0.06801
48.71600,9.46228,-0.06795
48.81600,9.46228,-0.06790
48.91600,9.46228,-0.06787
49.01600,9.46228,-0.06777
49.11600,9.46228,-0.06770
49.21600,9.46228,-0.06765
49.31600,9.46228,-0.06759
49.41600,9.46228,-0.06749
49.51600,9.46228,-0.06744
49.61600,9.46228,-0.06737
49.71600,9.46228,-0.06733
49.81600,9.46228,-0.06721
49.91600,9.46228,-0.06718
50.01600,9.46228,-0.06710
50.11600,9.46228,-0.06700
50.21600,9.46228,-0.06698
50.31600,9.46228,-0.06689
50.41600,9.46228,-0.06686
50.51600,9.46228,-0.06678
50.61600,9.46228,-0.06672
50.71600,9.46228,-0.06666
50.81600,9.46228,-0.06658
50.91600,9.46228,-0.06654
51.01600,9.46228,-0.06647
51.11600,9.46228,-0.06643
51.21600,9.46228,-0.06636
51.31600,9.46228,-0.06627
51.41600,9.46228,-0.06623
51.51600,9.46228,-0.06618
51.61600,9.46228,-0.06609
51.71600,9.46228,-0.06602
51.81600,9.46228,-0.06601
51.91600,9.46228,-0.06592
52.01600,9.46228,-0.06586
52.11600,9.46228,-0.06578
52.21600,9.46228,-0.06572
52.31600,9.46228,-0.06564
52.41600,9.46228,-0.06561
52.51600,9.46228,-0.06554
52.61600,9.46228,-0.06547
52.71600,9.46228,-0.06543
52.81600,9.46228,-0.06539
52.91600,9.46228,-0.06529
53.01600,9.46228,-0.06527
53.11600,9.46228,-0.06520
53.21600,9.46228,-0.06516
53.31600,9.46228,-0.06510
53.41600,9.46228,-0.06503
53.51600,9.46228,-0.06497
53.61600,9.46228,-0.06494
53.71600,9.46228,-0.06482
53.81600,9.46228,-0.06480
53.91600,9.46228,-0.06473
54.01600,9.46228,-0.06470
54.11600,9.46228,-0.06463
54.21600,9.46228,-0.06459
54.31600,9.46228,-0.06456
54.41600,9.46228,-0.06449
54.51600,9.46228,-0.06444
54.61600,9.46228,-0.06437
54.71600,9.46228,-0.06432
54.81600,9.46228,-0.06428
54.91600,9.46228,-0.06420
55.01600,9.46228,-0.06412
55.11600,9.46228,-0.06411
55.21600,9.46228,-0.06407
55.31600,9.46228,-0.06395
55.41600,9.46228,-0.06391
55.51600,9.46228,-0.06386
55.61600,9.46228,-0.06383
55.71600,9.46228,-0.06373
55.81600,9.46228,-0.06370
55.91600,9.46228,-0.06366
56.01600,9.46228,-0.06357
56.11600,9.46228,-0.06352
56.21600,9.46228,-0.06351
56.31600,9.46228,-0.06342
56.41600,9.46228,-0.06338
56.51600,9.46228,-0.06332
56.61600,9.46228,-0.06323
56.71600,9.46228,-0.06320
56.81600,9.46228,-0.06317
56.91600,9.46228,-0.06314
57.01600,9.46228,-0.06306
57.11600,9.46228,-0.06302
57.21600,9.46228,-0.06294
57.31600,9.46228,-0.06286
57.41600,9.46228,-0.06285
57.51600,9.46228,-0.06282
57.61600,9.46228,-0.06275
57.71600,9.46228,-0.06268
57.81600,9.46228,-0.06267
57.91600,9.46228,-0.06258
58.01600,9.46228,-0.06252
58.11600,9.46228,-0.06248
58.21600,9.46228,-0.06246
58.31600,9.46228,-0.06240
58.41600,9.46228,-0.06235
58.51600,9.46228,-0.06232
58.61600,9.46228,-0.06222
58.71600,9.46228,-0.06219
58.81600,9.46228,-0.06213
58.91600,9.46228,-0.06209
59.01600,9.46228,-0.06204
59.11600,9.46228,-0.06198
59.21600,9.46228,-0.06192
59.31600,9.46228,-0.06183
59.41600,9.46228,-0.06183
59.51600,9.46228,-0.06176
59.61600,9.46228,-0.06170
59.71600,9.46228,-0.06170
59.81600,9.46228,-0.06160
59.91600,9.46228,-0.06159
60.01600,9.46228,-0.06149
60.11600,9.46228,-0.06144
60.21600,9.46228,-0.06144
60.31600,9.46228,-0.06138
60.41600,9.46228,-0.06131
60.51600,9.46228,-0.06128
60.61600,9.46228,-0.06123
60.71600,9.46228,-0.06117
60.81600,9.46228,-0.06111
60.91600,9.46228,-0.06107
61.01600,9.46228,-0.06102
61.11600,9.46228,-0.06099
61.21600,9.46228,-0.06097
61.31600,9.46228,-0.06086
61.41600,9.46228,-0.06083
61.51600,9.46228,-0.06078
61.61600,9.46228,-0.06074
61.71600,9.46228,-0.06074
61.81600,9.46228,-0.06069
61.91600,9.46228,-0.06061
62.01600,9.46228,-0.06056
62.11600,9.46228,-0.06052
62.21600,9.46228,-0.06045
62.31600,9.46228,-0.06045
62.41600,9.46228,-0.06043
62.51600,9.46228,-0.06033
62.61600,9.46228,-0.06030
62.71600,9.46228,-0.06025
62.81600,9.46228,-0.06022
62.91600,9.46228,-0.06016
63.01600,9.46228,-0.06010
63.11600,9.46228,-0.06007
63.21600,9.46228,-0.06000
63.31600,9.46228,-0.05998
63.41600,9.46228,-0.05993
63.51600,9.46228,-0.05988
63.61600,9.46228,-0.05982
63.71600,9.46228,-0.05978
63.81600,9.46228,-0.05975
63.91600,9.46228,-0.05966
64.01600,9.46228,-0.05963
64.11600,9.46228,-0.05958
64.21600,9.46228,-0.05955
64.31600,9.46228,-0.05949
64.41600,9.46228,-0.05947
64.51600,9.46228,-0.05941
64.61600,9.46228,-0.05939
64.71600,9.46228,-0.05932
64.81600,9.46228,-0.05927
64.91600,9.46228,-0.05925
65.01600,9.46228,-0.05916
65.11600,9.46228,-0.05916
65.21600,9.46228,-0.05909
65.31600,9.46228,-0.05901
65.41600,9.46228,-0.05902
65.51600,9.46228,-0.05896
65.61600,9.46228,-0.05888
65.71600,9.46228,-0.05888
65.81600,9.46228,-0.05884
65.91600,9.46228,-0.05881
66.01600,9.46228,-0.05870
66.11600,9.46228,-0.05869
66.21600,9.46228,-0.05865
66.31600,9.46228,-0.05862
66.41600,9.46228,-0.05859
66.51600,9.46228,-0.05854
66.61600,9.46228,-0.05844
66.71600,9.46228,-0.05842
66.81600,9.46228,-0.05841
66.91600,9.46228,-0.05836
67.01600,9.46228,-0.05833
67.11600,9.46228,-0.05829
67.21600,9.46228,-0.05821
67.31600,9.46228,-0.05817
67.41600,9.46228,-0.05813
67.51600,9.46228,-0.05811
67.61600,9.46228,-0.05803
67.71600,9.46228,-0.05802
67.81600,9.46228,-0.05796
67.91600,9.46228,-0.05792
68.01600,9.46228,-0.05787
68.11600,9.46228,-0.05784
68.21600,9.46228,-0.05775
68.31600,9.46228,-0.05771
68.41600,9.46228,-0.05771
68.51600,9.46228,-0.05767
68.61600,9.46228,-0.05761
68.71600,9.46228,-0.05758
68.81600,9.46228,-0.05752
68.91600,9.46228,-0.05749
69.01600,9.46228,-0.05746
69.11600,9.46228,-0.05740
69.21600,9.46228,-0.05738
69.31600,9.46228,-0.05731
69.41600,9.46228,-0.05730
69.51600,9.46228,-0.05726
69.61600,9.46228,-0.05720
69.71600,9.46228,-0.05717
69.81600,9.46228,-0.05715
69.91600,9.46228,-0.05710
70.01600,9.46228,-0.05704
70.11600,9.46228,-0.05695
70.21600,9.46228,-0.05696
70.31600,9.46228,-0.05691
70.41600,9.46228,-0.05692
70.51600,9.46228,-0.05688
70.61600,9.46228,-0.05682
70.71600,9.46228,-0.05676
70.81600,9.46228,-0.05672
70.91600,9.46228,-0.05670
71.01600,9.46228,-0.05666
71.11600,9.46228,-0.05666
71.21600,9.46228,-0.05659
71.31600,9.46228,-0.05653
71.41600,9.46228,-0.05651
71.51600,9.46228,-0.05649
71.61600,9.46228,-0.05645
71.71600,9.46228,-0.05642
71.81600,9.46228,-0.05640
71.91600,9.46228,-0.05635
72.01600,9.46228,-0.05626
72.11600,9.46228,-0.05627
72.21600,9.46228,-0.05621
72.31600,9.46228,-0.05618
72.41600,9.46228,-0.05616
72.51600,9.46228,-0.05608
72.61600,9.46228,-0.05604
72.71600,9.46228,-0.05600
72.81600,9.46228,-0.05597
72.91600,9.46228,-0.05594
73.01600,9.46228,-0.05586
73.11600,9.46228,-0.05585
73.21600,9.46228,-0.05583
73.31600,9.46228,-0.05577
73.41600,9.46228,-0.05574
73.51600,9.46228,-0.05570
73.61600,9.46228,-0.05567
73.71600,9.46228,-0.05563
73.81600,9.46228,-0.05559
73.91600,9.46228,-0.05556
74.01600,9.46228,-0.05551
74.11600,9.46228,-0.05548
74.21600,9.46228,-0.05546
74.31600,9.46228,-0.05540
74.41600,9.46228,-0.05539
74.51600,9.46228,-0.05533
74.61600,9.46228,-0.05528
74.71600,9.46228,-0.05525
74.81600,9.46228,-0.05520
74.91600,9.46228,-0.05517
75.01600,9.46228,-0.05512
75.11600,9.46228,-0.05509
75.21600,9.46228,-0.05506
75.31600,9.46228,-0.05504
75.41600,9.46228,-0.05501
75.51600,9.46228,-0.05494
75.61600,9.46228,-0.05493
75.71600,9.46228,-0.05491
75.81600,9.46228,-0.05485
75.91600,9.46228,-0.05482
76.01600,9.46228,-0.05478
76.11600,9.46228,-0.05474
76.21600,9.46228,-0.05472
76.31600,9.46228,-0.05469
76.41600,9.46228,-0.05460
76.51600,9.46228,-0.05461
76.61600,9.46228,-0.05458
76.71600,9.46228,-0.05455
76.81600,9.46228,-0.05450
76.91600,9.46228,-0.05448
77.01600,9.46228,-0.05443
77.11600,9.46228,-0.05440
77.21600,9.46228,-0.05438
77.31600,9.46228,-0.05433
77.41600,9.46228,-0.05428
77.51600,9.46228,-0.05424
77.61600,9.46228,-0.05422
77.71600,9.46228,-0.05419
77.81600,9.46228,-0.05412
77.91600,9.46228,-0.05412
78.01600,9.46228,-0.05404
78.11600,9.46228,-0.05405
78.21600,9.46228,-0.05401
78.31600,9.46228,-0.05396
78.41600,9.46228,-0.05392
78.51600,9.46228,-0.05392
78.61600,9.46228,-0.05387
78.71600,9.46228,-0.05380
78.81600,9.46228,-0.05374
78.91600,9.46228,-0.05376
79.01600,9.46228,-0.05371
79.11600,9.46228,-0.05369
79.21600,9.46228,-0.05366
79.31600,9.46228,-0.05359
79.41600,9.46228,-0.05358
79.51600,9.46228,-0.05349
79.61600,9.46228,-0.05352
79.71600,9.46228,-0.05350
79.81600,9.46228,-0.05345
79.91600,9.46228,-0.05342
80.01600,9.46228,-0.05338
80.11600,9.46228,-0.05332
80.21600,9.46228,-0.05328
80.31600,9.46228,-0.05329
80.41600,9.46228,-0.05325
80.51600,9.46228,-0.05322
80.61600,9.46228,-0.05323
80.71600,9.46228,-0.05313
80.81600,9.46228,-0.05311
80.91600,9.46228,-0.05311
81.01600,9.46228,-0.05304
81.11600,9.46228,-0.05306
81.21600,9.46228,-0.05296
81.31600,9.46228,-0.05300
81.41600,9.46228,-0.05292
81.51600,9.46228,-0.05289
81.61600,9.46228,-0.05286
81.71600,9.46228,-0.05283
81.81600,9.46228,-0.05280
81.91600,9.46228,-0.05279
82.01600,9.46228,-0.05269
82.11600,9.46228,-0.05267
82.21600,9.46228,-0.05268
82.31600,9.46228,-0.05268
82.41600,9.46228,-0.05261
82.51600,9.46228,-0.05257
82.61600,9.46228,-0.05253
82.71600,9.46228,-0.05251
82.81600,9.46228,-0.05246
82.91600,9.46228,-0.05241
83.01600,9.46228,-0.05238
83.11600,9.46228,-0.05236
83.21600,9.46228,-0.05235
83.31600,9.46228,-0.05233
83.41600,9.46228,-0.05228
83.51600,9.46228,-0.05223
83.61600,9.46228,-0.05222
83.71600,9.46228,-0.05219
83.81600,9.46228,-0.05214
83.91600,9.46228,-0.05213
84.01600,9.46228,-0.05208
84.11600,9.46228,-0.05206
84.21600,9.46228,-0.05205
84.31600,9.46228,-0.05200
84.41600,9.46228,-0.05198
84.51600,9.46228,-0.05194
84.61600,9.46228,-0.05192
84.71600,9.46228,-0.05187
84.81600,9.46228,-0.05184
84.91600,9.46228,-0.05181
85.01600,9.46228,-0.05180
85.11600,9.46228,-0.05178
85.21600,9.46228,-0.05167
85.31600,9.46228,-0.05169
85.41600,9.46228,-0.05163
85.51600,9.46228,-0.05165
85.61600,9.46228,-0.05161
85.71600,9.46228,-0.05159
85.81600,9.46228,-0.05157
85.91600,9.46228,-0.05152
86.01600,9.46228,-0.05150
86.11600,9.46228,-0.05146
86.21600,9.46228,-0.05143
86.31600,9.46228,-0.05142
86.41600,9.46228,-0.05143
86.51600,9.46228,-0.05137
86.61600,9.46228,-0.05128
86.71600,9.46228,-0.05129
86.81600,9.46228,-0.05128
86.91600,9.46228,-0.05126
87.01600,9.46228,-0.05126
