Time,Extension,Load
53.30800,9.47769,-0.05789
53.40800,9.47769,-0.05783
53.50800,9.47769,-0.05776
53.60800,9.47769,-0.05773
53.70800,9.47769,-0.05767
53.80800,9.47769,-0.05761
53.90800,9.47769,-0.05757
54.00800,9.47769,-0.05748
54.10800,9.47769,-0.05746
54.20800,9.47769,-0.05743
54.30800,9.47769,-0.05732
54.40800,9.47769,-0.05732
54.50800,9.47769,-0.05726
54.60800,9.47769,-0.05720
54.70800,9.47769,-0.05716
54.80800,9.47769,-0.05710
54.90800,9.47769,-0.05706
55.00800,9.47769,-0.05699
55.10800,9.47769,-0.05693
55.20800,9.47769,-0.05690
55.30800,9.47769,-0.05685
55.40800,9.47769,-0.05680
55.50800,9.47769,-0.05674
55.60800,9.47769,-0.05673
55.70800,9.47769,-0.05667
55.80800,9.47769,-0.05664
55.90800,9.47769,-0.05661
56.00800,9.47769,-0.05649
56.10800,9.47769,-0.05646
56.20800,9.47769,-0.05639
56.30800,9.47769,-0.05636
56.40800,9.47769,-0.05634
56.50800,9.47769,-0.05628
56.60800,9.47769,-0.05621
56.70800,9.47769,-0.05616
56.80800,9.47769,-0.05612
56.90800,9.47769,-0.05607
57.00800,9.47769,-0.05604
57.10800,9.47769,-0.05600
57.20800,9.47769,-0.05597
57.30800,9.47769,-0.05591
57.40800,9.47769,-0.05585
57.50800,9.47769,-0.05579
57.60800,9.47769,-0.05580
57.70800,9.47769,-0.05571
57.80800,9.47769,-0.05566
57.90800,9.47769,-0.05561
58.00800,9.47769,-0.05556
58.10800,9.47769,-0.05554
58.20800,9.47769,-0.05549
58.30800,9.47769,-0.05543
58.40800,9.47769,-0.05542
58.50800,9.47769,-0.05536
58.60800,9.47769,-0.05532
58.70800,9.47769,-0.05525
58.80800,9.47769,-0.05523
58.90800,9.47769,-0.05516
59.00800,9.47769,-0.05510
59.10800,9.47769,-0.05508
59.20800,9.47769,-0.05504
59.30800,9.47769,-0.05498
59.40800,9.47769,-0.05493
59.50800,9.47769,-0.05487
59.60800,9.47769,-0.05485
59.70800,9.47769,-0.05480
59.80800,9.47769,-0.05477
59.90800,9.47769,-0.05469
60.00800,9.47769,-0.05463
60.10800,9.47769,-0.05462
60.20800,9.47769,-0.05457
60.30800,9.47769,-0.05455
60.40800,9.47769,-0.05448
60.50800,9.47769,-0.05445
60.60800,9.47769,-0.05438
60.70800,9.47769,-0.05433
60.80800,9.47769,-0.05431
60.90800,9.47769,-0.05423
61.00800,9.47769,-0.05418
61.10800,9.47769,-0.05420
61.20800,9.47769,-0.05415
61.30800,9.47769,-0.05410
61.40800,9.47769,-0.05405
61.50800,9.47769,-0.05402
61.60800,9.47769,-0.05399
61.70800,9.47769,-0.05394
61.80800,9.47769,-0.05391
61.90800,9.47769,-0.05381
62.00800,9.47769,-0.05379
62.10800,9.47769,-0.05373
62.20800,9.47769,-0.05371
62.30800,9.47769,-0.05369
62.40800,9.47769,-0.05366
62.50800,9.47769,-0.05359
62.60800,9.47769,-0.05356
62.70800,9.47769,-0.05352
62.80800,9.47769,-0.05343
62.90800,9.47769,-0.05342
63.00800,9.47769,-0.05334
63.10800,9.47769,-0.05336
63.20800,9.47769,-0.05330
63.30800,9.47769,-0.05327
63.40800,9.47769,-0.05322
63.50800,9.47769,-0.05314
63.60800,9.47769,-0.05314
63.70800,9.47769,-0.05306
63.80800,9.47769,-0.05304
63.90800,9.47769,-0.05297
64.00800,9.47769,-0.05294
64.10800,9.47769,-0.05293
64.20800,9.47769,-0.05286
64.30800,9.47769,-0.05279
64.40800,9.47769,-0.05279
64.50800,9.47769,-0.05273
64.60800,9.47769,-0.05272
64.70800,9.47769,-0.05262
64.80800,9.47769,-0.05264
64.90800,9.47769,-0.05255
65.00800,9.47769,-0.05250
65.10800,9.47769,-0.05249
65.20800,9.47769,-0.05244
65.30800,9.47769,-0.05240
65.40800,9.47769,-0.05237
65.50800,9.47769,-0.05232
65.60800,9.47769,-0.05231
65.70800,9.47769,-0.05225
65.80800,9.47769,-0.05220
65.90800,9.47769,-0.05213
66.00800,9.47769,-0.05212
66.10800,9.47769,-0.05206
66.20800,9.47769,-0.05205
66.30800,9.47769,-0.05198
66.40800,9.47769,-0.05195
66.50800,9.47769,-0.05190
66.60800,9.47769,-0.05185
66.70800,9.47769,-0.05181
66.80800,9.47769,-0.05179
66.90800,9.47769,-0.05174
67.00800,9.47769,-0.05172
67.10800,9.47769,-0.05167
67.20800,9.47769,-0.05163
67.30800,9.47769,-0.05160
67.40800,9.47769,-0.05152
67.50800,9.47769,-0.05146
67.60800,9.47769,-0.05146
67.70800,9.47769,-0.05143
67.80800,9.47769,-0.05140
67.90800,9.47769,-0.05134
68.00800,9.47769,-0.05131
68.10800,9.47769,-0.05129
68.20800,9.47769,-0.05125
68.30800,9.47769,-0.05119
68.40800,9.47769,-0.05116
68.50800,9.47769,-0.05112
68.60800,9.47769,-0.05110
68.70800,9.47769,-0.05102
68.80800,9.47769,-0.05098
68.90800,9.47769,-0.05094
69.00800,9.47769,-0.05091
69.10800,9.47769,-0.05086
69.20800,9.47769,-0.05084
69.30800,9.47769,-0.05083
69.40800,9.47769,-0.05074
69.50800,9.47769,-0.05070
69.60800,9.47769,-0.05069
69.70800,9.47769,-0.05065
69.80800,9.47769,-0.05060
69.90800,9.47769,-0.05057
70.00800,9.47769,-0.05052
70.10800,9.47769,-0.05048
70.20800,9.47769,-0.05044
70.30800,9.47769,-0.05039
70.40800,9.47769,-0.05037
70.50800,9.47769,-0.05033
70.60800,9.47769,-0.05030
70.70800,9.47769,-0.05022
70.80800,9.47769,-0.05019
70.90800,9.47769,-0.05019
71.00800,9.47769,-0.05013
71.10800,9.47769,-0.05010
71.20800,9.47769,-0.05008
71.30800,9.47769,-0.05004
71.40800,9.47769,-0.04997
71.50800,9.47769,-0.04993
71.60800,9.47769,-0.04989
71.70800,9.47769,-0.04984
71.80800,9.47769,-0.04983
71.90800,9.47769,-0.04981
72.00800,9.47769,-0.04973
72.10800,9.47769,-0.04970
72.20800,9.47769,-0.04970
72.30800,9.47769,-0.04963
72.40800,9.47769,-0.04956
72.50800,9.47769,-0.04958
72.60800,9.47769,-0.04951
72.70800,9.47769,-0.04946
72.80800,9.47769,-0.04944
72.90800,9.47769,-0.04942
73.00800,9.47769,-0.04938
73.10800,9.47769,-0.04933
73.20800,9.47769,-0.04934
73.30800,9.47769,-0.04926
73.40800,9.47769,-0.04922
73.50800,9.47769,-0.04919
73.60800,9.47769,-0.04918
73.70800,9.47769,-0.04914
73.80800,9.47769,-0.04911
73.90800,9.47769,-0.04910
74.00800,9.47769,-0.04905
74.10800,9.47769,-0.04902
74.20800,9.47769,-0.04897
74.30800,9.47769,-0.04893
74.40800,9.47769,-0.04889
74.50800,9.47769,-0.04887
74.60800,9.47769,-0.04884
74.70800,9.47769,-0.04879
74.80800,9.47769,-0.04876
74.90800,9.47769,-0.04871
75.00800,9.47769,-0.04870
75.10800,9.47769,-0.04865
75.20800,9.47769,-0.04865
75.30800,9.47769,-0.04862
75.40800,9.47769,-0.04857
75.50800,9.47769,-0.04854
75.60800,9.47769,-0.04849
75.70800,9.47769,-0.04847
75.80800,9.47769,-0.04844
75.90800,9.47769,-0.04841
76.00800,9.47769,-0.04839
76.10800,9.47769,-0.04837
76.20800,9.47769,-0.04831
76.30800,9.47769,-0.04830
76.40800,9.47769,-0.04829
76.50800,9.47769,-0.04819
76.60800,9.47769,-0.04819
76.70800,9.47769,-0.04817
76.80800,9.47769,-0.04815
76.90800,9.47769,-0.04809
77.00800,9.47769,-0.04807
77.10800,9.47769,-0.04801
77.20800,9.47769,-0.04804
77.30800,9.47769,-0.04796
77.40800,9.47769,-0.04794
77.50800,9.47769,-0.04791
77.60800,9.47769,-0.04785
77.70800,9.47769,-0.04782
77.80800,9.47769,-0.04777
77.90800,9.47769,-0.04779
78.00800,9.47769,-0.04775
78.10800,9.47769,-0.04771
78.20800,9.47769,-0.04767
78.30800,9.47769,-0.04764
78.40800,9.47769,-0.04762
78.50800,9.47769,-0.04757
78.60800,9.47769,-0.04754
78.70800,9.47769,-0.04752
78.80800,9.47769,-0.04751
78.90800,9.47769,-0.04744
79.00800,9.47769,-0.04742
79.10800,9.47769,-0.04740
79.20800,9.47769,-0.04739
79.30800,9.47769,-0.04731
79.40800,9.47769,-0.04731
79.50800,9.47769,-0.04729
79.60800,9.47769,-0.04724
79.70800,9.47769,-0.04724
79.80800,9.47769,-0.04717
79.90800,9.47769,-0.04716
80.00800,9.47769,-0.04716
80.10800,9.47769,-0.04709
80.20800,9.47769,-0.04708
80.30800,9.47769,-0.04704
80.40800,9.47769,-0.04701
80.50800,9.47769,-0.04698
80.60800,9.47769,-0.04695
80.70800,9.47769,-0.04692
80.80800,9.47769,-0.04687
80.90800,9.47769,-0.04687
81.00800,9.47769,-0.04683
81.10800,9.47769,-0.04680
81.20800,9.47769,-0.04681
81.30800,9.47769,-0.04677
81.40800,9.47769,-0.04672
81.50800,9.47769,-0.04671
81.60800,9.47769,-0.04666
81.70800,9.47769,-0.04665
81.80800,9.47769,-0.04663
81.90800,9.47769,-0.04660
82.00800,9.47769,-0.04658
82.10800,9.47769,-0.04656
82.20800,9.47769,-0.04651
82.30800,9.47769,-0.04650
82.40800,9.47769,-0.04646
82.50800,9.47769,-0.04645
82.60800,9.47769,-0.04642
82.70800,9.47769,-0.04635
82.80800,9.47769,-0.04639
82.90800,9.47769,-0.04634
83.00800,9.47769,-0.04631
83.10800,9.47769,-0.04627
83.20800,9.47769,-0.04624
83.30800,9.47769,-0.04622
83.40800,9.47769,-0.04618
83.50800,9.47769,-0.04618
83.60800,9.47769,-0.04613
83.70800,9.47769,-0.04611
83.80800,9.47769,-0.04608
83.90800,9.47769,-0.04605
84.00800,9.47769,-0.04603
84.10800,9.47769,-0.04600
84.20800,9.47769,-0.04594
84.30800,9.47769,-0.04594
84.40800,9.47769,-0.04589
84.50800,9.47769,-0.04588
84.60800,9.47769,-0.04589
84.70800,9.47769,-0.04583
84.80800,9.47769,-0.04581
84.90800,9.47769,-0.04575
85.00800,9.47769,-0.04576
85.10800,9.47769,-0.04571
85.20800,9.47769,-0.04566
85.30800,9.47769,-0.04566
85.40800,9.47769,-0.04562
85.50800,9.47769,-0.04561
85.60800,9.47769,-0.04555
85.70800,9.47769,-0.04553
85.80800,9.47769,-0.04555
85.90800,9.47769,-0.04552
86.00800,9.47769,-0.04542
86.10800,9.47769,-0.04543
86.20800,9.47769,-0.04540
86.30800,9.47769,-0.04537
86.40800,9.47769,-0.04532
86.50800,9.47769,-0.04532
86.60800,9.47769,-0.04530
86.70800,9.47769,-0.04525
86.80800,9.47769,-0.04522
86.90800,9.47769,-0.04520
87.00800,9.47769,-0.04521
