Wed Jun 09 19:25:10 2010

Number of Points = 6000
Depth (nm)	Load (µN)	Time (s)
4363.224260	175.549071	76.433333
4363.224260	175.549071	76.450000
4362.900586	175.600533	76.466667
4363.224260	175.549071	76.483333
4363.062423	175.574802	76.500000
4363.062049	175.948818	76.516667
4363.062049	175.948818	76.533333
4363.224260	175.549071	76.550000
4362.900212	175.974548	76.566667
4363.385722	175.897360	76.583333
4362.900586	175.600533	76.600000
4363.062423	175.574802	76.616667
4363.223886	175.923089	76.633333
4363.386096	175.523340	76.650000
4363.062797	175.200853	76.666667
4362.900586	175.600533	76.683333
4363.062423	175.574802	76.700000
4363.386096	175.523340	76.716667
4363.062797	175.200853	76.733333
4363.224260	175.549071	76.750000
4363.062423	175.574802	76.766667
4363.062423	175.574802	76.783333
4363.062049	175.948818	76.800000
4363.224634	175.175121	76.816667
4363.062423	175.574802	76.833333
4363.062049	175.948818	76.850000
4363.223886	175.923089	76.866667
4363.062423	175.574802	76.883333
4362.900586	175.600533	76.900000
4363.224260	175.549071	76.916667
4363.223886	175.923089	76.933333
4363.062423	175.574802	76.950000
4363.224260	175.549071	76.966667
4362.900586	175.600533	76.983333
4363.062423	175.574802	77.000000
4363.224260	175.549071	77.016667
4363.062797	175.200853	77.033333
4363.062423	175.574802	77.050000
4363.062049	175.948818	77.066667
4363.223886	175.923089	77.083333
4363.062423	175.574802	77.100000
4363.062797	175.200853	77.116667
4363.224260	175.549071	77.133333
4363.062423	175.574802	77.150000
4363.224260	175.549071	77.166667
4363.062423	175.574802	77.183333
4363.062423	175.574802	77.200000
4363.223886	175.923089	77.216667
4363.386096	175.523340	77.233333
4363.062423	175.574802	77.250000
4363.224260	175.549071	77.266667
4362.900586	175.600533	77.283333
4363.224260	175.549071	77.300000
4363.062423	175.574802	77.316667
4363.224260	175.549071	77.333333
4363.062423	175.574802	77.350000
4363.062423	175.574802	77.366667
4363.223886	175.923089	77.383333
4363.062423	175.574802	77.400000
4363.224260	175.549071	77.416667
4363.062049	175.948818	77.433333
4363.062423	175.574802	77.450000
4363.223886	175.923089	77.466667
4363.062423	175.574802	77.483333
4363.062423	175.574802	77.500000
4363.062423	175.574802	77.516667
4363.224260	175.549071	77.533333
4363.224634	175.175121	77.550000
4362.900586	175.600533	77.566667
4363.224260	175.549071	77.583333
4362.900586	175.600533	77.600000
4363.386096	175.523340	77.616667
4363.062797	175.200853	77.633333
4362.900960	175.226586	77.650000
4363.062423	175.574802	77.666667
4363.224260	175.549071	77.683333
4363.062797	175.200853	77.700000
4363.062797	175.200853	77.716667
4363.224260	175.549071	77.733333
4363.224634	175.175121	77.750000
4362.900586	175.600533	77.766667
4363.062049	175.948818	77.783333
4363.224260	175.549071	77.800000
4362.900586	175.600533	77.816667
4363.224260	175.549071	77.833333
4362.900586	175.600533	77.850000
4363.224260	175.549071	77.866667
4363.062423	175.574802	77.883333
4363.224260	175.549071	77.900000
4362.900960	175.226586	77.916667
4363.062049	175.948818	77.933333
4363.224260	175.549071	77.950000
4363.224260	175.549071	77.966667
4362.900586	175.600533	77.983333
4363.224260	175.549071	78.000000
4363.062423	175.574802	78.016667
4363.224260	175.549071	78.033333
4363.062423	175.574802	78.050000
4363.062423	175.574802	78.066667
4363.062423	175.574802	78.083333
4363.224260	175.549071	78.100000
4363.062797	175.200853	78.116667
4363.062423	175.574802	78.133333
4363.224260	175.549071	78.150000
4363.062423	175.574802	78.166667
4363.224260	175.549071	78.183333
4363.062797	175.200853	78.200000
4363.224634	175.175121	78.216667
4362.900586	175.600533	78.233333
4363.224260	175.549071	78.250000
4363.062423	175.574802	78.266667
4363.224260	175.549071	78.283333
4363.062797	175.200853	78.300000
4363.224634	175.175121	78.316667
4363.062797	175.200853	78.333333
4363.224634	175.175121	78.350000
4362.900586	175.600533	78.366667
4363.062797	175.200853	78.383333
4363.062423	175.574802	78.400000
4363.224634	175.175121	78.416667
4363.062797	175.200853	78.433333
4363.062423	175.574802	78.450000
4363.224260	175.549071	78.466667
4363.062797	175.200853	78.483333
4363.062797	175.200853	78.500000
4363.062423	175.574802	78.516667
4363.224260	175.549071	78.533333
4363.224634	175.175121	78.550000
4363.062797	175.200853	78.566667
4363.062797	175.200853	78.583333
4363.062797	175.200853	78.600000
4362.900586	175.600533	78.616667
4363.224634	175.175121	78.633333
4363.062797	175.200853	78.650000
4363.062797	175.200853	78.666667
4363.224260	175.549071	78.683333
4363.224634	175.175121	78.700000
4363.062797	175.200853	78.716667
4363.062423	175.574802	78.733333
4363.062423	175.574802	78.750000
4363.386470	175.149389	78.766667
4362.900586	175.600533	78.783333
4363.224260	175.549071	78.800000
4363.224260	175.549071	78.816667
4363.062797	175.200853	78.833333
4363.386470	175.149389	78.850000
4363.062797	175.200853	78.866667
4363.062423	175.574802	78.883333
4363.062797	175.200853	78.900000
4363.224634	175.175121	78.916667
4363.224634	175.175121	78.933333
4363.062797	175.200853	78.950000
4363.062797	175.200853	78.966667
4363.062797	175.200853	78.983333
4363.062797	175.200853	79.000000
4363.062797	175.200853	79.016667
4363.062797	175.200853	79.033333
4363.224260	175.549071	79.050000
4363.224260	175.549071	79.066667
4363.062797	175.200853	79.083333
4363.062797	175.200853	79.100000
4363.062423	175.574802	79.116667
4363.224260	175.549071	79.133333
4363.224634	175.175121	79.150000
4362.900586	175.600533	79.166667
4363.062797	175.200853	79.183333
4363.062423	175.574802	79.200000
4363.062423	175.574802	79.216667
4363.224260	175.549071	79.233333
4363.062423	175.574802	79.250000
4363.223886	175.923089	79.266667
4363.062423	175.574802	79.283333
4363.224260	175.549071	79.300000
4363.224634	175.175121	79.316667
4363.062797	175.200853	79.333333
4363.062423	175.574802	79.350000
4363.224260	175.549071	79.366667
4363.062797	175.200853	79.383333
4363.224634	175.175121	79.400000
4362.900960	175.226586	79.416667
4363.224634	175.175121	79.433333
4363.224634	175.175121	79.450000
4363.063171	174.826973	79.466667
4363.062797	175.200853	79.483333
4363.386470	175.149389	79.500000
4362.901334	174.852707	79.516667
4363.224634	175.175121	79.533333
4362.900960	175.226586	79.550000
4363.224634	175.175121	79.566667
4363.224634	175.175121	79.583333
4363.224634	175.175121	79.600000
4362.901334	174.852707	79.616667
4363.224634	175.175121	79.633333
4363.062797	175.200853	79.650000
4363.224634	175.175121	79.666667
4363.062423	175.574802	79.683333
4363.225007	174.801239	79.700000
4362.901334	174.852707	79.716667
4363.062797	175.200853	79.733333
4363.224634	175.175121	79.750000
4363.224634	175.175121	79.766667
4362.900960	175.226586	79.783333
4363.062797	175.200853	79.800000
4363.224634	175.175121	79.816667
4363.224260	175.549071	79.833333
4363.062797	175.200853	79.850000
4363.062797	175.200853	79.866667
4363.224634	175.175121	79.883333
4363.062797	175.200853	79.900000
4363.062797	175.200853	79.916667
4363.062797	175.200853	79.933333
4363.224260	175.549071	79.950000
4363.062423	175.574802	79.966667
4363.386470	175.149389	79.983333
4360.961906	172.546400	80.000000

4358.212545	171.118301	80.016667
4354.330324	169.872500	80.033333
4350.286264	168.654553	80.050000
4346.403295	168.156763	80.066667
4342.520697	167.288110	80.083333
4338.961771	166.369278	80.100000
4335.078798	165.874501	80.116667
4331.519870	164.958115	80.133333
4327.475430	164.120517	80.150000
4323.753921	163.973252	80.166667
4319.870945	163.482089	80.183333
4316.473479	162.914311	80.200000
4312.428295	162.820307	80.216667
4309.031197	161.884519	80.233333
4304.986381	161.422547	80.250000
4301.103032	161.304529	80.266667
4297.705562	160.740641	80.283333
4293.822949	159.886651	80.300000
4289.939599	159.770434	80.316667
4286.056247	159.654647	80.333333
4282.496938	159.119686	80.350000
4278.452484	158.295579	80.366667
4274.892805	158.129851	80.383333
4271.333492	157.597373	80.400000
4267.450505	157.117484	80.416667
4263.890825	156.953350	80.433333
4260.169673	156.449003	80.450000
4255.963010	156.023181	80.466667
4252.565165	155.834749	80.483333
4248.843645	155.698534	80.500000
4245.122856	154.831409	80.516667
4241.078027	154.382818	80.533333
4237.356505	154.248389	80.550000
4233.796820	154.088459	80.566667
4229.913826	153.615985	80.583333
4225.868993	153.170284	80.600000
4222.632981	152.960080	80.616667
4218.588147	152.515813	80.633333
4214.866987	152.020501	80.650000
4211.145825	151.526019	80.666667
4207.262463	151.421774	80.683333
4203.864611	151.240079	80.700000
4199.981610	150.773568	80.716667
4196.422646	149.893147	80.733333
4192.215244	150.205694	80.750000
4188.818115	149.301125	80.766667
4184.772912	149.226094	80.783333
4181.375057	149.047552	80.800000
4177.168378	148.637548	80.816667
4173.609046	148.124416	80.833333
4169.725678	148.025447	80.850000
4166.328182	147.487718	80.866667
4162.283337	147.054835	80.883333
4158.724002	146.544754	80.900000
4154.840632	146.447990	80.916667
4151.281296	145.939316	80.933333
4147.398285	145.483514	80.950000
4144.000424	145.310269	80.966667
4139.793737	144.907958	80.983333
4136.395876	144.735706	81.000000
4132.512862	144.282749	81.016667
4128.791325	144.163581	81.033333
4124.908310	143.712049	81.050000
4121.348968	143.209234	81.066667
4117.142276	142.811488	81.083333
4113.582575	142.668444	81.100000
4110.023231	142.167857	81.116667
4106.302048	141.694159	81.133333
4102.256834	141.630928	81.150000
4098.858967	141.463793	81.166667
4094.814108	141.044270	81.183333
4091.254761	140.547308	81.200000
4087.532861	140.790665	81.216667
4083.812032	139.964463	81.233333
4079.928651	139.878190	81.250000
4076.207463	139.410139	81.266667
4072.486275	138.942909	81.283333
4068.602892	138.858241	81.300000
4064.881702	138.392423	81.316667
4061.160156	138.282641	81.333333
4057.438965	137.818229	81.350000
4053.879610	137.328501	81.366667
4049.834742	136.918009	81.383333
4046.113194	136.810400	81.400000
4042.391999	136.349039	81.416667
4038.832287	136.216276	81.433333
4034.949254	135.782473	81.450000
4031.065867	135.703025	81.466667
4027.506153	135.571669	81.483333
4023.623471	134.786746	81.500000
4019.901919	134.682721	81.516667
4016.180367	134.579112	81.533333
4012.459167	134.123367	81.550000
4008.737966	133.668440	81.566667
4004.693090	133.266718	81.583333
4001.133372	133.139081	81.600000
3997.250332	132.712579	81.616667
3993.690614	132.585931	81.633333
3989.969409	132.134628	81.650000
3986.086367	131.710356	81.666667
3982.364459	131.962355	81.683333
3978.805440	131.136184	81.700000
3974.922045	131.064535	81.716667
3971.200486	130.967078	81.733333
3967.479628	130.169981	81.750000
3963.596231	130.099924	81.766667
3959.713183	129.680701	81.783333
3956.315297	129.532911	81.800000
3952.432248	129.115087	81.816667
3948.711035	128.671831	81.833333
3944.504310	128.308174	81.850000
3941.267911	128.484791	81.866667
3937.223369	127.747736	81.883333
3933.663643	127.629316	81.900000
3929.942427	127.189668	81.916667
3926.220862	127.098509	81.933333
3922.337807	126.686540	81.950000
3918.778079	126.570085	81.966667
3914.733185	126.185811	81.983333
3911.335640	125.697174	82.000000
3907.290398	125.661178	82.016667
3903.731014	125.200224	82.033333
3900.009446	125.112616	82.050000
3896.126386	124.705669	82.066667
3892.081488	124.325863	82.083333
3888.521409	124.559171	82.100000
3885.123860	124.075234	82.116667
3881.402634	123.644751	82.133333
3877.519571	123.241416	82.150000
3873.474669	122.865241	82.166667
3870.076771	122.729075	82.183333
3866.193705	122.327957	82.200000
3862.310295	122.271813	82.216667
3858.750902	121.819386	82.233333
3855.029328	121.737877	82.250000
3850.984422	121.365917	82.266667
3847.425027	120.915678	82.283333
3843.865632	120.466240	82.300000
3839.820380	120.439622	82.316667
3835.937309	120.044329	82.333333
3832.377569	119.939565	82.350000
3828.656333	119.519275	82.366667
3824.935097	119.099793	82.383333
3821.051680	119.049368	82.400000
3817.330101	118.972957	82.416667
3813.771041	118.187582	82.433333
3809.887623	118.138726	82.450000
3806.166042	118.063872	82.466667
3802.282623	118.015842	82.483333
3798.885057	117.548248	82.500000
3794.840140	117.187148	82.516667
3791.280735	116.747581	82.533333
3787.397314	116.701697	82.550000
3783.675730	116.629790	82.566667
3779.792987	115.905434	82.583333
3776.233579	115.468847	82.600000
3772.350156	115.425110	82.616667
3768.628570	115.355331	82.633333
3764.907322	114.947143	82.650000
3761.186074	114.539761	82.666667
3757.302649	114.498001	82.683333
3753.581399	114.092000	82.700000
3749.859810	114.024755	82.716667
3746.300734	113.255932	82.733333
3742.417307	113.216311	82.750000
3738.534216	112.839784	82.766667
3734.650451	113.138305	82.783333
3731.253209	112.346530	82.800000
3727.531954	111.945693	82.816667
3723.486686	111.935124	82.833333
3719.927268	111.509162	82.850000
3716.043837	111.473075	82.866667
3712.484416	111.048478	82.883333
3708.763158	110.651196	82.900000
3704.879725	110.616667	82.916667
3701.158130	110.556020	82.933333
3697.598707	110.134153	82.950000
3693.553771	109.792689	82.966667
3689.832509	109.398962	82.983333
3686.272749	109.313887	83.000000
3682.227810	108.974624	83.016667
3678.829887	108.863965	83.033333
3674.946784	108.499531	83.050000
3671.225185	108.442946	83.066667
3667.180244	108.106458	83.083333
3663.620814	107.691081	83.100000
3659.899546	107.303068	83.116667
3656.177945	107.248594	83.133333
3652.294838	106.888531	83.150000
3648.735073	106.808446	83.166667
3644.690127	106.476347	83.183333
3641.292531	106.038691	83.200000
3637.247252	106.039918	83.216667
3633.687485	105.961761	83.233333
3629.966212	105.579220	83.250000
3626.244607	105.528629	83.266667
3622.361494	105.174065	83.283333
3618.639888	105.124445	83.300000
3614.756774	104.771258	83.316667
3611.035167	104.722609	83.333333
3607.637895	103.960789	83.350000
3603.592941	103.636636	83.366667
3599.871332	103.589685	83.383333
3596.311561	103.516495	83.400000
3592.428772	102.838387	83.416667
3588.545324	102.819616	83.433333
3584.985551	102.747949	83.450000
3581.102759	102.072642	83.466667
3577.380819	102.357230	83.483333
3573.821372	101.958607	83.500000
3569.938250	101.614107	83.516667
3566.216964	101.243739	83.533333
3562.495351	101.201782	83.550000
3558.774391	100.505386	83.566667
3554.729428	100.190774	83.583333
3551.169650	100.123826	83.600000
3547.286523	99.783898	83.616667
3543.565233	99.418075	83.633333
3540.005453	99.352641	83.650000
3536.283836	99.314305	83.666667
3532.239194	98.677914	83.683333
3528.840925	98.913022	83.700000
3524.958120	98.251679	83.716667
3521.074662	98.242153	83.733333
3517.515205	97.854471	83.750000
3513.632072	97.521031	83.766667
3509.910775	97.161659	83.783333
3506.027316	97.154236	83.800000
3502.467856	96.769481	83.816667
3498.584395	96.763025	83.833333
3494.863096	96.406364	83.850000
3491.303310	96.347375	83.866667
3487.582010	95.992062	83.883333
3483.537356	95.367890	83.900000
3479.815730	95.337338	83.916667
3476.417780	95.253648	83.933333
3472.372801	94.954812	83.950000
3468.651174	94.925615	83.966667
3464.929870	94.574594	83.983333
3461.208564	94.224362	84.000000
3457.325098	94.223469	84.016667
3453.765629	93.847799	84.033333
3449.882483	93.526503	84.050000
3445.999337	93.206003	84.066667
3442.277706	93.180403	84.083333
3438.880072	92.780841	84.100000
3434.673248	92.516109	84.116667
3431.275612	92.118110	84.133333
3427.392142	92.121399	84.150000
3423.670829	91.778374	84.166667
3419.949515	91.436138	84.183333
3416.227881	91.414122	84.200000
3412.344729	91.100066	84.216667
3408.784932	91.052168	84.233333
3404.901777	90.739464	84.250000
3401.180779	90.082127	84.266667
3397.297304	90.089591	84.283333
3393.899343	90.016892	84.300000
3390.016186	89.707121	84.316667
3385.809352	89.451870	84.333333
3382.411390	89.380662	84.350000
3378.528230	89.073039	84.366667
3374.968746	88.712462	84.383333
3371.085585	88.406418	84.400000
3367.526100	88.047401	84.416667
3363.804459	88.032538	84.433333
3359.759458	87.755521	84.450000
3356.037816	87.741613	84.466667
3352.478327	87.385267	84.483333
3348.594846	87.399204	84.500000
3345.035356	87.044190	84.516667
3341.152190	86.743769	84.533333
3337.430861	86.417226	84.550000
3333.547692	86.118384	84.566667
3329.826047	86.108040	84.583333
3326.104715	85.783622	84.600000
3322.221545	85.486916	84.616667
3318.662050	85.137134	84.633333
3314.940403	85.128844	84.650000
3311.056917	85.147885	84.666667
3307.335582	84.826926	84.683333
3303.937922	84.452853	84.700000
3299.730758	84.527302	84.716667
3296.494936	84.127599	84.733333
3292.288084	83.890406	84.750000
3288.566745	83.573130	84.766667
3284.845406	83.256634	84.783333
3281.447430	83.198902	84.800000
3277.078737	82.991629	84.816667
3273.681071	82.623297	84.833333
3269.797891	82.336678	84.850000
3266.076548	82.023859	84.866667
3262.354893	82.022669	84.883333
3258.957225	81.657193	84.900000
3254.750055	81.737930	84.916667
3251.352386	81.373775	84.933333
3247.469201	81.091397	84.950000
3243.424178	80.836816	84.966667
3240.026196	80.784592	84.983333
3236.304848	80.477321	85.000000
3232.421969	79.888688	85.016667
3228.700310	79.892138	85.033333
3225.140488	79.868948	85.050000
3221.095769	79.310081	85.066667
3217.212270	79.342059	85.083333
3213.490609	79.347392	85.100000
3209.931401	78.710149	85.116667
3206.209739	78.716579	85.133333
3202.649915	78.696346	85.150000
3198.605190	78.142966	85.166667
3194.883833	77.843800	85.183333
3191.162169	77.852267	85.200000
3187.440811	77.554425	85.216667
3183.719452	77.257359	85.233333
3179.835948	77.294385	85.250000
3176.114282	77.304728	85.266667
3172.554759	76.982457	85.283333
3168.671865	76.409494	85.300000
3164.950503	76.116079	85.316667
3161.066996	76.155706	85.333333
3157.183794	75.890715	85.350000
3153.624268	75.572303	85.366667
3149.902902	75.281762	85.383333
3146.343070	75.269219	85.400000
3142.298027	75.034218	85.416667
3138.900032	74.995489	85.433333
3135.178664	74.707584	85.450000
3131.133619	74.474698	85.466667
3127.250715	73.912209	85.483333
3123.690879	73.902767	85.500000
3119.969205	73.920839	85.516667
3116.085995	73.663715	85.533333
3112.526461	73.353087	85.550000
3108.481412	73.124662	85.566667
3104.760038	72.842723	85.583333
3101.200501	72.534401	85.600000
3097.479126	72.254001	85.616667
3093.433772	72.330055	85.633333
3090.035770	72.297849	85.650000
3086.152856	71.745502	85.666667
3082.431177	71.768710	85.683333
3078.709798	71.491714	85.700000
3074.988418	71.215487	85.716667
3071.105499	70.667145	85.733333
3067.383818	70.692531	85.750000
3063.824274	70.391425	85.766667
3059.617077	70.499322	85.783333
3056.381209	70.145130	85.800000
3052.659825	69.873293	85.816667
3048.614764	69.656639	85.833333
3044.569403	69.739388	85.850000
3041.333532	69.388004	85.866667
3037.612145	69.119018	85.883333
3033.567080	68.905244	85.900000
3029.845692	68.637802	85.916667
3025.962167	68.695915	85.933333
3022.564156	68.672721	85.950000
3018.357548	68.191659	85.966667
3014.635860	68.224015	85.983333
3011.076010	68.229511	86.000000
3007.516456	67.938752	86.016667
3003.471089	68.026905	86.033333
3000.235507	67.386762	86.050000
2996.190436	67.180055	86.066667
2992.307498	66.651204	86.083333
2988.909778	66.337214	86.100000
2984.703161	65.865183	86.116667
2981.143011	66.170122	86.133333
2977.421318	66.207567	86.150000
2973.538375	65.683398	86.166667
2970.302490	65.345689	86.183333
2965.933442	65.493902	86.200000
2962.374173	64.918134	86.216667
2958.652477	64.958280	86.233333
2954.930780	64.998806	86.250000
2951.371509	64.425697	86.266667
2947.002750	64.283431	86.283333
2943.442598	64.591208	86.300000
2940.206708	64.258858	86.316667
2936.323756	63.744026	86.333333
2932.278671	63.550003	86.350000
2928.719394	62.982803	86.366667
2924.835855	63.054970	86.383333
2921.114154	63.100188	86.400000
2917.230905	62.881688	86.416667
2913.509494	62.636617	86.433333
2909.949630	62.655949	86.450000
2906.390347	62.094063	86.466667
2902.507096	61.878620	86.483333
2898.785972	61.346341	86.500000
2894.740591	61.450039	86.516667
2891.180724	61.472038	86.533333
2887.459308	61.232068	86.550000
2883.576053	61.020229	86.566667
2879.692508	61.098414	86.583333
2875.809251	60.887884	86.600000
2872.573059	60.857476	86.616667
2869.014055	60.016229	86.633333
2864.807119	59.862982	86.650000
2860.762021	59.683122	86.666667
2857.363700	59.970343	86.683333
2853.804117	59.709368	86.700000
2849.920855	59.503949	86.716667
2846.361270	59.244482	86.733333
2842.478007	59.040586	86.750000
2838.918420	58.782628	86.766667
2835.035442	58.293614	86.783333
2831.152176	58.092230	86.800000
2827.106785	58.205228	86.816667
2823.708748	58.208901	86.833333
2819.987605	57.696109	86.850000
2815.942212	57.810571	86.866667
2812.220782	57.585113	86.883333
2808.823028	57.305524	86.900000
2805.101596	57.081570	86.916667
2801.218609	56.601126	86.933333
2797.173499	56.433822	86.950000
2793.451496	56.780931	86.966667
2790.053738	56.504865	86.983333
2786.494141	56.257004	87.000000
2782.287473	55.836119	87.016667
2778.727874	55.589988	87.033333
2774.844598	55.399559	87.050000
2771.123159	55.182411	87.066667
2767.239598	55.276256	87.083333
2763.679997	55.032909	87.100000
2759.796717	54.845290	87.116667
2756.236832	54.885596	87.133333
2752.515672	54.389839	87.150000
2748.632109	54.486199	87.166667
2744.910947	53.992397	87.183333
2741.351341	53.753546	87.200000
2737.468057	53.570467	87.216667
2733.746611	53.360631	87.233333
2729.701206	53.487182	87.250000
2725.979759	53.278635	87.266667
2722.581708	53.296002	87.283333
2719.022378	52.781201	87.300000
2714.977531	52.350259	87.316667
2711.094241	52.172474	87.333333
2707.534350	52.219625	87.350000
2703.651059	52.043126	87.366667
2699.929607	51.839836	87.383333
2696.046315	51.664849	87.400000
2692.324582	51.741502	87.416667
2688.927083	51.206905	87.433333
2685.043789	51.034174	87.450000
2681.160494	50.862201	87.466667
2677.439037	50.663413	87.483333
2673.555740	50.492949	87.500000
2670.157682	50.517616	87.516667
2666.112822	50.099124	87.533333
2662.391085	50.180001	87.550000
2658.507510	50.288836	87.566667
2655.110002	49.762631	87.583333
2651.226977	49.320455	87.600000
2647.343676	49.155258	87.616667
2643.621936	49.238770	87.633333
2640.062311	49.019642	87.650000
2636.179007	48.856476	87.666667
2632.457541	48.666450	87.683333
2628.573961	48.779526	87.700000
2624.852494	48.590776	87.716667
2621.454703	48.347524	87.733333
2617.571670	47.913810	87.750000
2613.850200	47.727515	87.766667
2609.643487	47.351309	87.783333
2606.083582	47.412443	87.800000
2602.361837	47.501582	87.816667
2598.802749	46.744534	87.833333
2594.595214	47.190574	87.850000
2591.035579	46.980892	87.866667
2587.638054	46.471981	87.883333
2583.916578	46.291651	87.900000
2579.871153	46.439260	87.916667
2576.311515	46.232537	87.933333
2572.428470	45.810468	87.950000
2568.706991	45.633121	87.966667
2564.661834	45.511875	87.983333
2561.263761	45.551419	88.000000
2557.542551	45.105538	88.016667
2553.821070	44.931163	88.033333
2549.937749	44.785224	88.050000
2546.054427	44.640034	88.066667
2542.171104	44.495594	88.083333
2538.449620	44.324199	88.100000
2534.889973	44.125838	88.116667
2531.330057	44.197213	88.133333
2527.447001	43.786750	88.150000
2523.725245	43.886877	88.166667
2520.004025	43.450626	88.183333
2516.120697	43.311401	88.200000
2512.237369	43.172924	88.216667
2508.677450	43.247409	88.233333
2504.955959	43.082464	88.250000
2501.072895	42.678758	88.266667
2497.513242	42.487773	88.283333
2493.629643	42.619814	88.300000
2489.908149	42.457832	88.316667
2486.510864	41.708424	88.333333
2482.303852	41.631627	88.350000
2478.420251	41.765920	88.366667
2474.698488	41.872820	88.383333
2471.300668	41.659007	88.400000
2467.417596	41.263966	88.416667
2463.696097	41.107378	88.433333
2460.136436	40.923751	88.450000
2456.091257	40.824198	88.466667
2452.531859	40.377722	88.483333
2448.810356	40.224304	88.500000
2444.603073	40.418880	88.516667
2441.205247	40.211137	88.533333
2437.483742	40.059715	88.550000
2433.600398	39.936831	88.566667
2429.878892	39.786885	88.583333
2425.995809	39.402700	88.600000
2422.274039	39.517014	88.616667
2418.714632	39.079116	88.633333
2414.831284	38.960153	88.650000
2411.109775	38.814108	88.666667
2407.226425	38.696626	88.683333
2403.828592	38.496394	88.700000
2399.945241	38.380385	88.716667
2396.385567	38.209442	88.733333
2392.340375	38.122751	88.750000
2388.457283	37.748433	88.766667
2385.221024	37.784523	88.783333
2381.013992	37.727906	88.800000
2377.292475	37.588478	88.816667
2373.570958	37.449784	88.833333
2370.011279	37.283961	88.850000
2366.128181	36.915376	88.866667
2362.244822	36.806968	88.883333
2358.846980	36.615682	88.900000
2354.963620	36.508743	88.916667
2351.403937	36.346785	88.933333
2347.358736	36.269200	88.950000
2343.475374	36.164475	88.966667
2339.753850	36.032598	88.983333
2336.194164	35.873560	89.000000
2332.472639	35.743142	89.016667
2328.751370	35.356484	89.033333
2325.029843	35.227747	89.050000
2320.984637	35.155555	89.066667
2317.101269	35.056197	89.083333
2313.541579	34.901747	89.100000
2310.143727	34.720103	89.116667
2306.098518	34.650859	89.133333
2302.539081	34.243203	89.150000
2298.655709	34.147727	89.166667
2294.934176	34.025054	89.183333
2291.374481	33.875176	89.200000
2287.329523	33.555389	89.216667
2283.607733	33.689353	89.233333
2279.886197	33.569599	89.250000
2276.164660	33.450574	89.266667
2272.605215	33.050747	89.283333
2268.721838	32.961348	89.300000
2264.838459	32.872684	89.316667
2260.955080	32.784753	89.333333
2257.395379	32.641625	89.350000
2253.673837	32.527186	89.366667
2249.790456	32.441447	89.383333
2246.392591	32.272514	89.400000
2242.347621	31.964438	89.416667
2238.787916	31.825143	89.433333
2234.904531	31.742541	89.450000
2231.182985	31.632682	89.466667
2227.461689	31.272708	89.483333
2223.416464	31.220513	89.500000
2219.856504	31.335459	89.516667
2216.135205	30.978316	89.533333
2212.413655	30.872304	89.550000
2208.692105	30.767017	89.566667
2204.808964	30.440994	89.583333
2201.411090	30.281339	89.600000
2197.366107	29.985505	89.616667
2193.644305	30.132312	89.633333
2189.760911	30.058894	89.650000
2186.363034	29.902112	89.666667
2182.641727	29.553998	89.683333
2178.434652	29.539051	89.700000
2175.037021	29.137024	89.716667
2171.315462	29.039627	89.733333
2167.432064	28.971001	89.750000
2163.548665	28.903105	89.766667
2159.827104	28.807882	89.783333
2156.105543	28.713380	89.800000
2152.383981	28.619601	89.816667
2148.500579	28.554608	89.833333
2144.617176	28.490344	89.850000
2141.380884	28.560188	89.866667
2137.336131	28.034387	89.883333
2133.776405	27.916354	89.900000
2130.054838	27.827118	89.916667
2126.333271	27.738602	89.933333
2122.450108	27.434436	89.950000
2118.566944	27.131495	89.966667
2114.521451	27.345731	89.983333
2111.123559	27.204126	90.000000
2107.402232	26.875901	90.016667
2103.842499	26.764035	90.033333
2099.959573	26.223095	90.050000
2095.914078	26.440188	90.066667
2092.192260	26.601410	90.083333
2088.794364	26.464294	90.100000
2084.749352	26.198201	90.116667
2081.351454	26.062722	90.133333
2077.306198	26.040467	90.150000
2073.584861	25.721215	90.166667
2070.186961	25.588084	90.183333
2066.303783	25.299109	90.200000
2062.420363	25.252042	90.216667
2058.699022	24.937078	90.233333
2054.815360	25.131927	90.250000
2051.094017	24.818831	90.266667
2047.210594	24.774865	90.283333
2043.812688	24.647140	90.300000
2039.767425	24.632773	90.316667
2036.045839	24.562801	90.333333
2032.486330	24.226471	90.350000
2028.441064	24.214489	90.366667
2025.043155	24.090527	90.383333
2021.159726	24.051808	90.400000
2017.600214	23.719462	90.416667
2013.393105	23.738768	90.433333
2009.833353	23.646046	90.450000
2005.950159	23.373148	90.466667
2002.552245	23.253864	90.483333
1998.830888	22.954904	90.500000
1994.623775	22.978263	90.516667
1991.225859	22.861317	90.533333
1987.504263	22.801493	90.550000
1983.459223	22.562954	90.566667
1979.737390	22.740417	90.583333
1976.177866	22.419090	90.600000
1972.618107	22.334110	90.616667
1968.573063	22.099583	90.633333
1965.013302	22.016237	90.650000
1960.968256	21.783858	90.666667
1957.246419	21.964610	90.683333
1953.686890	21.649380	90.700000
1949.803447	21.625568	90.716667
1946.243681	21.545981	90.733333
1942.522309	21.262039	90.750000
1938.477258	21.035809	90.766667
1934.755418	21.219846	90.783333
1931.195882	20.910702	90.800000
1927.474274	20.863341	90.816667
1923.429218	20.641113	90.833333
1919.869447	20.567120	90.850000
1916.147836	20.522105	90.866667
1912.264616	20.274670	90.883333
1908.866683	20.174728	90.900000
1904.983230	20.160333	90.916667
1901.261616	20.118366	90.933333
